Date,Price,Open,High,Low,Vol
2016-11-10,45.84,46.36,46.92,45.56,302450.0
2016-11-11,44.75,45.8,45.89,44.19,286710.0
2016-11-14,44.43,44.54,44.99,43.57,260149.99999999997
2016-11-15,46.95,44.7,47.25,44.67,354270.0
2016-11-16,46.63,46.88,47.56,46.25,335480.0
2016-11-17,46.49,46.44,47.62,45.97,280940.0
2016-11-18,46.86,46.05,46.99,45.75,249340.0
2016-11-21,48.9,46.92,49.15,46.92,282700.0
2016-11-22,49.12,49.25,49.96,48.14,436930.0
2016-11-23,48.95,49.2,49.5,48.56,275290.0
2016-11-24,49.0,49.03,49.21,48.76,71190.0
2016-11-25,47.24,48.96,49.02,46.85,181170.0
2016-11-28,48.24,46.71,48.81,46.28,207960.0
2016-11-29,46.38,48.07,48.1,45.92,133110.0
2016-11-30,50.47,46.54,50.49,46.51,43120.0
2016-12-01,53.94,51.72,54.53,51.51,460860.0
2016-12-02,54.46,53.88,54.5,52.84,312780.0
2016-12-05,54.94,54.4,55.33,53.77,288550.0
2016-12-06,53.93,54.5,54.94,53.51,280650.0
2016-12-07,53.0,53.94,54.23,52.92,298570.0
2016-12-08,53.89,53.15,54.05,52.81,334180.0
2016-12-09,54.33,53.97,54.46,53.77,264800.0
2016-12-12,55.69,55.88,57.89,55.11,372170.0
2016-12-13,55.72,55.7,56.44,55.13,283430.0
2016-12-14,53.9,55.16,55.81,53.52,353970.0
2016-12-15,54.02,53.76,54.5,53.15,266150.0
2016-12-16,55.21,54.11,55.38,53.71,229190.0
2016-12-19,54.92,55.4,55.8,54.69,228390.0
2016-12-20,55.35,55.02,55.92,54.75,257019.99999999997
2016-12-21,54.46,55.52,55.87,54.32,277730.0
2016-12-22,55.05,54.55,55.23,54.05,194660.0
2016-12-23,55.16,54.84,55.25,54.26,104090.0
2016-12-27,56.09,55.18,57.15,55.04,67840.0
2016-12-28,56.22,56.06,56.56,55.89,109910.0
2016-12-29,56.14,56.01,56.63,55.91,49080.0
2016-12-30,56.82,57.0,57.2,56.46,129100.0
2017-01-03,55.47,57.05,58.37,55.3,340820.0
2017-01-04,56.46,55.73,56.55,55.33,282550.0
2017-01-05,56.89,56.35,57.35,56.01,269610.0
2017-01-06,57.1,56.88,57.47,56.28,234870.0
2017-01-09,54.94,56.81,57.0,54.74,266390.0
2017-01-10,53.64,54.95,55.36,53.58,332980.0
2017-01-11,55.1,53.8,55.67,53.7,419900.0
2017-01-12,56.01,55.19,56.43,55.01,331630.0
2017-01-13,55.45,56.0,56.21,55.28,247090.0
2017-01-16,55.86,55.64,55.92,55.19,112580.0
2017-01-17,55.47,55.74,56.95,55.4,335730.0
2017-01-18,53.92,55.48,55.9,53.77,360150.0
2017-01-19,54.16,54.29,54.77,53.9,346870.0
2017-01-20,55.49,54.33,55.8,54.18,293540.0
2017-01-23,55.23,55.7,55.75,54.65,305850.0
2017-01-24,55.44,55.42,55.87,55.07,254890.0
2017-01-25,55.08,55.24,55.65,54.75,275730.0
2017-01-26,56.24,55.39,56.55,55.21,265720.0
2017-01-27,55.52,56.09,56.5,54.86,142070.0
2017-01-30,55.23,55.47,55.7,54.97,104900.0
2017-01-31,55.7,55.25,56.0,54.9,28800.0
2017-02-01,56.8,55.55,56.83,55.36,301240.0
2017-02-02,56.56,56.53,57.45,56.33,297350.0
2017-02-03,56.81,56.92,57.3,56.39,264760.0
2017-02-06,55.72,56.85,57.13,55.65,252700.0
2017-02-07,55.05,55.91,55.98,54.58,317180.0
2017-02-08,55.12,54.5,55.68,54.44,409830.0
2017-02-09,55.63,55.3,55.92,55.23,263400.0
2017-02-10,56.7,55.66,56.88,55.59,284710.0
2017-02-13,55.59,56.68,56.81,55.41,234310.0
2017-02-14,55.97,55.75,56.46,55.53,254980.0
2017-02-15,55.75,55.82,56.25,55.56,272520.0
2017-02-16,55.65,55.74,56.24,55.13,310840.0
2017-02-17,55.81,55.73,55.88,55.1,270490.0
2017-02-20,56.18,55.9,56.42,55.7,209630.0
2017-02-21,56.66,56.17,57.31,56.1,335440.0
2017-02-22,55.84,56.74,57.01,55.64,245160.0
2017-02-23,56.58,56.2,57.26,56.18,223590.0
2017-02-24,55.99,56.4,56.66,55.74,164960.0
2017-02-27,55.93,55.96,56.77,55.86,139290.0
2017-02-28,55.59,56.02,56.15,55.23,28350.0
2017-03-01,56.36,56.45,57.05,56.24,261740.0
2017-03-02,55.08,56.31,56.44,55.03,350120.0
2017-03-03,55.9,55.18,55.95,55.09,248710.0
2017-03-06,56.01,55.8,56.25,55.32,224200.0
2017-03-07,55.92,55.95,56.65,55.56,269520.0
2017-03-08,53.11,55.63,55.77,52.93,444130.0
2017-03-09,52.19,53.49,53.86,51.5,504120.0
2017-03-10,51.37,52.33,53.02,51.14,351340.0
2017-03-13,51.35,51.49,51.7,50.85,276760.0
2017-03-14,50.92,51.34,51.86,50.25,411630.0
2017-03-15,51.81,51.5,52.15,51.36,327900.0
2017-03-16,51.74,52.08,52.65,51.5,281530.0
2017-03-17,51.76,51.74,52.18,51.53,220350.0
2017-03-20,51.62,51.8,51.94,51.01,239250.0
2017-03-21,50.96,51.7,52.22,50.73,291710.0
2017-03-22,50.64,50.86,50.98,49.71,327910.0
2017-03-23,50.56,50.83,51.1,50.25,320210.0
2017-03-24,50.8,50.64,51.06,50.4,215340.0
2017-03-27,50.75,51.03,51.1,50.03,195520.0
2017-03-28,51.33,50.77,51.87,50.77,186410.0
2017-03-29,52.42,51.43,52.48,51.36,140440.0
2017-03-30,52.96,52.39,53.1,52.03,128550.00000000001
2017-03-31,52.83,52.83,53.45,52.35,27460.0
2017-04-03,53.12,53.62,53.74,53.03,241750.0
2017-04-04,54.17,53.18,54.38,52.73,302110.0
2017-04-05,54.36,54.22,55.09,53.97,353020.0
2017-04-06,54.89,54.13,55.0,54.02,239470.0
2017-04-07,55.24,54.88,56.08,54.57,317780.0
2017-04-10,55.98,55.19,56.05,55.19,298900.0
2017-04-11,56.23,56.08,56.3,55.45,340420.0
2017-04-12,55.86,56.28,56.65,55.5,373530.0
2017-04-13,55.89,55.66,56.06,55.56,325310.0
2017-04-17,55.36,55.55,55.98,55.29,158970.0
2017-04-18,54.89,55.39,55.48,54.61,373100.0
2017-04-19,52.93,54.78,55.2,52.58,435410.0
2017-04-20,52.99,53.09,53.55,52.68,401850.0
2017-04-21,51.96,53.0,53.29,51.57,348480.0
2017-04-24,51.6,52.11,52.57,51.42,267280.0
2017-04-25,52.1,51.6,52.39,51.3,272760.0
2017-04-26,51.82,51.81,52.46,51.38,206560.0
2017-04-27,51.44,51.57,51.76,50.45,187130.0
2017-04-28,51.73,51.58,52.12,51.31,23200.0
2017-05-01,51.52,51.88,51.97,51.22,121530.0
2017-05-02,50.46,51.39,52.16,50.14,364060.0
2017-05-03,50.79,50.99,51.14,50.2,357190.0
2017-05-04,48.38,50.59,50.73,48.16,541580.0
2017-05-05,49.1,48.45,49.63,46.64,530440.0
2017-05-08,49.34,49.27,49.92,48.48,400720.0
2017-05-09,48.73,49.44,49.72,48.39,332910.0
2017-05-10,50.22,48.95,50.63,48.81,368110.0
2017-05-11,50.77,50.28,51.16,50.25,315590.0
2017-05-12,50.84,50.76,51.09,50.33,304760.0
2017-05-15,51.82,50.89,52.63,50.74,331420.0
2017-05-16,51.65,51.88,52.36,51.1,340960.0
2017-05-17,52.21,51.2,52.61,51.04,331360.0
2017-05-18,52.51,52.19,52.74,51.11,363690.0
2017-05-19,53.61,52.57,53.82,52.55,333270.0
2017-05-22,53.87,53.85,54.37,53.66,379120.0
2017-05-23,54.15,53.87,54.43,53.2,328330.0
2017-05-24,53.96,54.14,54.62,53.66,351640.0
2017-05-25,51.46,54.15,54.67,51.03,464500.0
2017-05-26,52.15,51.38,52.3,50.71,265830.0
2017-05-29,52.29,52.24,52.61,51.86,36590.0
2017-05-30,51.84,52.25,52.35,51.19,137210.0
2017-05-31,50.31,51.92,51.92,49.81,41680.0
2017-06-01,50.63,51.17,51.45,50.23,462920.0
2017-06-02,49.95,50.23,50.52,48.95,451460.0
2017-06-05,49.47,49.87,50.74,49.04,348410.0
2017-06-06,50.12,49.57,50.3,49.0,329710.0
2017-06-07,48.06,49.97,50.14,47.96,461750.0
2017-06-08,47.86,48.26,48.6,47.56,445970.0
2017-06-09,48.15,47.79,48.56,47.4,285820.0
2017-06-12,48.29,48.06,49.15,48.01,316560.0
2017-06-13,48.72,48.32,48.82,47.87,321280.0
2017-06-14,47.0,48.18,48.69,46.74,464420.0
2017-06-15,46.92,46.8,47.2,46.7,301400.0
2017-06-16,47.37,46.82,47.61,46.81,227420.0
2017-06-19,46.91,47.21,47.76,46.77,261490.0
2017-06-20,46.02,46.96,47.23,45.42,343460.0
2017-06-21,44.82,45.89,46.63,44.35,389710.0
2017-06-22,45.22,44.81,45.79,44.53,346760.0
2017-06-23,45.54,45.28,45.75,45.03,252260.0
2017-06-26,45.83,45.63,46.24,45.04,203220.0
2017-06-27,46.65,45.85,47.06,45.79,263260.0
2017-06-28,47.31,46.25,47.47,46.25,162580.0
2017-06-29,47.42,47.39,48.03,47.14,179560.0
2017-06-30,47.92,47.46,48.12,47.46,26180.0
2017-07-03,49.68,48.95,49.71,48.54,244520.0
2017-07-04,49.61,49.63,49.9,49.29,129570.0
2017-07-05,47.79,49.67,49.84,47.0,372980.0
2017-07-06,48.11,48.28,49.18,47.77,308260.0
2017-07-07,46.71,47.76,47.76,46.28,302320.0
2017-07-10,46.88,46.84,47.38,46.11,268900.0
2017-07-11,47.52,46.99,48.21,46.29,283390.0
2017-07-12,47.74,48.21,48.79,47.35,333700.0
2017-07-13,48.42,47.7,48.53,47.18,262630.0
2017-07-14,48.91,48.37,49.11,48.15,295660.0
2017-07-17,48.42,49.14,49.26,48.31,227420.0
2017-07-18,48.84,48.4,49.41,48.24,251500.0
2017-07-19,49.7,48.7,49.81,48.58,300370.0
2017-07-20,49.3,49.65,50.19,49.19,315340.0
2017-07-21,48.06,49.33,49.65,47.81,338350.0
2017-07-24,48.6,47.96,48.77,47.68,287930.0
2017-07-25,50.2,48.64,50.91,48.63,284290.0
2017-07-26,50.97,50.63,51.06,50.07,258950.0
2017-07-27,51.49,50.86,51.64,50.5,184430.0
2017-07-28,52.52,51.6,52.7,51.31,159150.0
2017-07-31,52.65,52.6,52.92,52.2,25540.0
2017-08-01,51.78,52.7,52.93,50.88,392640.0
2017-08-02,52.36,51.38,52.43,51.18,406420.0
2017-08-03,52.01,52.24,52.89,51.77,402660.0
2017-08-04,52.42,51.97,52.52,51.43,278780.0
2017-08-07,52.37,52.39,52.53,51.37,260940.0
2017-08-08,52.14,52.24,52.73,51.82,235160.0
2017-08-09,52.7,51.99,52.85,51.81,265610.0
2017-08-10,51.9,52.72,53.64,51.67,450280.0
2017-08-11,52.1,51.94,52.28,51.3,245310.0
2017-08-14,50.73,52.02,52.38,50.55,281570.0
2017-08-15,50.8,50.65,51.15,50.02,334160.0
2017-08-16,50.27,50.98,51.4,50.15,305550.0
2017-08-17,51.03,50.4,51.12,50.0,334300.0
2017-08-18,52.72,50.89,52.96,50.78,317440.0
2017-08-21,51.66,53.0,53.0,51.3,271570.0
2017-08-22,51.87,51.78,52.28,51.39,313920.0
2017-08-23,52.57,51.68,52.63,51.45,287200.0
2017-08-24,52.04,52.55,52.71,51.61,255760.0
2017-08-25,52.41,52.3,52.68,51.93,218090.0
2017-08-28,51.89,52.38,52.84,51.52,141580.0
2017-08-29,52.0,52.04,52.19,51.36,139970.0
2017-08-30,50.86,51.97,52.01,50.58,152590.0
2017-08-31,52.38,50.58,52.43,50.56,33500.0
2017-09-01,52.75,52.84,52.95,52.24,262200.0
2017-09-04,52.34,52.85,52.85,51.99,121540.0
2017-09-05,53.38,52.3,53.66,52.09,300780.0
2017-09-06,54.2,53.16,54.31,53.09,322600.0
2017-09-07,54.49,54.13,54.67,53.89,306720.0
2017-09-08,53.78,54.54,54.87,53.57,307450.0
2017-09-11,53.84,53.82,54.14,53.04,276430.0
2017-09-12,54.27,53.77,54.44,53.42,279340.0
2017-09-13,55.16,54.18,55.21,54.03,291470.0
2017-09-14,55.47,55.02,55.99,54.93,327350.0
2017-09-15,55.62,55.29,55.85,54.86,271070.0
2017-09-18,55.48,55.59,55.95,54.82,278120.0
2017-09-19,55.14,55.48,55.89,54.89,221760.0
2017-09-20,56.29,55.35,56.48,55.26,295650.0
2017-09-21,56.43,56.17,56.53,55.76,251620.0
2017-09-22,56.86,56.5,56.91,56.22,208360.0
2017-09-25,59.02,56.87,59.25,56.7,224940.0
2017-09-26,58.44,59.05,59.49,57.77,214730.0
2017-09-27,57.9,58.57,58.89,57.57,142870.0
2017-09-28,57.41,57.7,58.65,56.85,117890.0
2017-09-29,57.54,57.6,57.8,57.14,24020.0
2017-10-02,56.12,56.73,56.76,55.5,352050.0
2017-10-03,56.0,56.1,56.4,55.7,275420.0
2017-10-04,55.8,55.67,56.2,55.38,330850.0
2017-10-05,57.0,55.77,57.24,55.7,379300.0
2017-10-06,55.62,56.99,57.28,55.13,395650.0
2017-10-09,55.79,55.5,55.98,55.06,301150.0
2017-10-10,56.61,55.78,56.91,55.73,290340.0
2017-10-11,56.94,56.56,57.09,56.51,85990.0
2017-10-12,56.25,56.74,56.83,55.88,339530.0
2017-10-13,57.17,56.44,57.57,56.34,332600.0
2017-10-16,57.82,57.28,58.47,57.12,341780.0
2017-10-17,57.88,57.78,58.35,57.18,405220.0
2017-10-18,58.15,58.16,58.54,57.74,329330.0
2017-10-19,57.23,58.24,58.3,57.02,430670.0
2017-10-20,57.75,57.32,57.94,56.6,369890.0
2017-10-23,57.37,57.95,58.05,57.27,353070.0
2017-10-24,58.33,57.41,58.57,57.04,334680.0
2017-10-25,58.44,58.44,58.74,57.85,260550.0
2017-10-26,59.3,58.42,59.55,58.05,232280.0
2017-10-27,60.44,59.37,60.65,58.82,209890.0
2017-10-30,60.9,60.66,61.0,60.14,168540.0
2017-10-31,61.37,60.86,61.41,60.53,29120.0
2017-11-01,60.49,61.07,61.7,60.0,337760.0
2017-11-02,60.62,60.5,60.86,60.02,289300.0
2017-11-03,62.07,60.88,62.23,60.6,272740.0
2017-11-06,64.27,62.27,64.44,62.08,356990.0
2017-11-07,63.69,64.12,64.65,63.5,389460.0
2017-11-08,63.49,63.69,64.64,62.95,418070.0
2017-11-09,63.93,63.52,64.25,63.26,319860.0
2017-11-10,63.52,63.8,64.27,63.35,307970.0
2017-11-13,63.16,63.68,63.77,62.61,335150.0
2017-11-14,62.21,63.06,63.17,61.21,418940.0
2017-11-15,61.87,61.55,62.13,61.3,279410.0
2017-11-16,61.36,61.88,62.15,61.25,314060.0
2017-11-17,62.72,61.41,62.92,61.08,356740.0
2017-11-20,62.22,62.8,62.8,61.44,283480.0
2017-11-21,62.57,62.1,62.87,62.07,338160.0
2017-11-22,63.32,62.78,63.43,62.62,322870.0
2017-11-23,63.55,63.24,63.57,62.88,113080.0
2017-11-24,63.86,63.35,63.95,63.28,152700.0
2017-11-27,63.84,63.8,63.99,63.1,249090.0
2017-11-28,63.61,63.78,63.89,63.1,186930.0
2017-11-29,63.11,63.3,64.07,62.5,178200.0
2017-11-30,63.57,63.28,64.21,63.21,26210.0
2017-12-01,63.73,62.74,64.32,62.59,308150.0
2017-12-04,62.45,63.5,63.68,62.31,250520.0
2017-12-05,62.86,62.45,63.15,62.12,219340.0
2017-12-06,61.22,62.64,62.93,61.13,314260.0
2017-12-07,62.2,61.3,62.26,61.15,238960.0
2017-12-08,63.4,62.08,63.64,62.01,362430.0
2017-12-11,64.69,63.29,64.93,62.99,488010.0
2017-12-12,63.34,64.66,65.83,63.07,508990.0
2017-12-13,62.44,63.8,64.32,62.36,354370.0
2017-12-14,63.31,62.81,63.5,62.01,277670.0
2017-12-15,63.23,63.39,63.68,63.08,213000.0
2017-12-18,63.41,63.36,63.91,63.0,234620.0
2017-12-19,63.8,63.41,63.91,63.3,213190.0
2017-12-20,64.56,63.83,64.6,63.67,222730.0
2017-12-21,64.9,64.49,64.93,64.2,155420.0
2017-12-22,65.25,64.63,65.28,64.38,110420.0
2017-12-26,67.02,65.2,67.1,65.0,74250.0
2017-12-27,66.44,66.76,66.94,66.03,122430.0
2017-12-28,66.72,66.43,66.85,66.23,35090.0
2017-12-29,66.87,66.15,66.98,66.15,157950.0
2018-01-02,66.57,66.55,67.29,66.24,211740.0
2018-01-03,67.84,66.54,68.03,66.4,260860.0
2018-01-04,68.07,67.89,68.27,67.62,246150.0
2018-01-05,67.62,67.97,68.11,67.26,183450.0
2018-01-08,67.78,67.8,67.99,67.44,210350.0
2018-01-09,68.82,68.0,69.29,67.7,319920.0
2018-01-10,69.2,69.12,69.37,68.75,290540.0
2018-01-11,69.26,69.15,70.05,69.0,341940.0
2018-01-12,69.87,69.15,69.93,68.59,302100.0
2018-01-15,70.26,69.88,70.37,69.55,173460.0
2018-01-16,69.15,70.05,70.13,68.83,322950.0
2018-01-17,69.38,69.35,69.59,68.55,280420.0
2018-01-18,69.31,69.53,69.63,68.8,270230.0
2018-01-19,68.61,69.01,69.08,68.28,278360.0
2018-01-22,69.03,68.8,69.51,68.39,250600.0
2018-01-23,69.96,69.17,70.24,69.12,343730.0
2018-01-24,70.53,69.97,70.94,69.54,308370.0
2018-01-25,70.42,70.95,71.28,69.97,301930.0
2018-01-26,70.52,70.07,70.83,70.05,227600.0
2018-01-29,69.46,70.47,70.64,69.07,202240.0
2018-01-30,69.02,69.3,69.39,68.4,135870.0
2018-01-31,69.05,68.43,69.15,68.33,20430.0
2018-02-01,69.65,69.0,69.97,68.81,336920.0
2018-02-02,68.58,70.0,70.02,67.96,307130.0
2018-02-05,67.62,68.15,68.46,66.9,335640.0
2018-02-06,66.86,67.02,67.6,66.53,328850.0
2018-02-07,65.51,67.2,67.72,65.16,567760.0
2018-02-08,64.81,65.28,65.6,64.1,346320.0
2018-02-09,62.79,64.44,64.64,61.77,399500.0
2018-02-12,62.59,62.5,64.4,62.5,349670.0
2018-02-13,62.72,62.85,63.1,61.76,367260.0
2018-02-14,64.36,62.84,64.58,61.95,349100.0
2018-02-15,64.33,64.44,65.15,63.12,292910.0
2018-02-16,64.84,64.66,65.22,64.19,239580.0
2018-02-19,65.67,64.96,65.9,64.84,125630.0
2018-02-20,65.25,65.64,65.81,64.78,289170.0
2018-02-21,65.42,65.05,65.53,64.4,245870.0
2018-02-22,66.39,64.91,66.56,64.62,253000.0
2018-02-23,67.31,66.3,67.37,65.79,201720.0
2018-02-26,67.5,67.29,67.9,66.72,188300.0
2018-02-27,66.63,67.57,67.61,66.32,106340.0
2018-02-28,65.78,66.41,66.87,65.43,27390.0
2018-03-01,63.83,64.57,65.04,63.19,340970.0
2018-03-02,64.37,64.07,64.64,63.2,266380.0
2018-03-05,65.54,64.65,65.88,64.1,261060.0
2018-03-06,65.79,65.74,66.16,65.3,199790.0
2018-03-07,64.34,65.23,65.8,63.83,332910.0
2018-03-08,63.61,64.51,64.56,63.43,294790.0
2018-03-09,65.49,63.93,65.63,63.69,286490.0
2018-03-12,64.95,65.5,65.86,64.18,240030.0
2018-03-13,64.64,64.92,65.68,64.05,320570.0
2018-03-14,64.89,64.73,65.21,64.06,267590.0
2018-03-15,65.12,64.9,65.38,64.61,208590.0
2018-03-16,66.21,65.07,66.42,64.88,264210.0
2018-03-19,66.05,66.01,66.39,65.39,272420.0
2018-03-20,67.42,66.15,67.88,66.15,326470.0
2018-03-21,69.47,67.61,69.86,67.48,401050.0
2018-03-22,68.91,69.63,69.7,68.58,286630.0
2018-03-23,70.45,69.11,70.57,68.87,283010.0
2018-03-26,70.12,70.43,71.05,69.67,183690.0
2018-03-27,70.11,70.13,71.03,69.45,131390.0
2018-03-28,69.53,69.72,70.25,68.78,141890.0
2018-03-29,70.27,69.86,70.44,69.1,25290.0
2018-04-02,67.64,69.32,70.04,67.49,190050.0
2018-04-03,68.12,67.63,68.46,67.62,232260.0
2018-04-04,68.02,68.15,68.28,66.69,361480.0
2018-04-05,68.33,68.36,68.93,67.73,270820.0
2018-04-06,67.11,68.09,68.62,66.86,296090.0
2018-04-09,68.65,67.1,68.8,67.0,257500.0
2018-04-10,71.04,68.46,71.34,68.46,452340.0
2018-04-11,72.06,71.03,73.09,70.57,495410.0
2018-04-12,72.02,72.09,72.49,71.1,330210.0
2018-04-13,72.58,71.94,72.88,71.56,328500.0
2018-04-16,71.42,72.7,72.85,71.11,297440.0
2018-04-17,71.58,71.65,71.89,70.83,315040.0
2018-04-18,73.48,71.72,73.93,71.66,352650.0
2018-04-19,73.78,73.72,74.75,73.46,393960.0
2018-04-20,74.06,73.94,74.2,72.83,371900.0
2018-04-23,74.71,73.77,75.1,73.13,317450.0
2018-04-24,73.86,75.09,75.47,73.68,330600.0
2018-04-25,74.0,74.0,74.19,73.17,275130.0
2018-04-26,74.74,74.23,74.97,74.11,179480.0
2018-04-27,74.64,74.72,75.03,74.35,156530.0
2018-04-30,75.17,74.62,75.41,73.47,24760.0
2018-05-01,73.13,74.65,74.98,72.74,360970.0
2018-05-02,73.36,73.28,73.63,72.38,347060.0
2018-05-03,73.62,73.07,74.09,72.47,382140.0
2018-05-04,74.87,73.74,75.08,73.24,289860.0
2018-05-07,76.17,75.0,76.34,74.83,230470.0
2018-05-08,74.85,75.6,76.18,73.1,519799.99999999994
2018-05-09,77.21,76.19,77.43,76.08,364750.0
2018-05-10,77.47,77.44,78.0,76.51,314190.0
2018-05-11,77.12,77.55,77.6,76.95,261800.0
2018-05-14,78.23,77.05,78.53,76.55,290130.0
2018-05-15,78.43,78.42,79.47,77.9,390920.0
2018-05-16,79.28,78.1,79.35,77.61,336570.0
2018-05-17,79.3,79.26,80.5,79.12,330170.0
2018-05-18,78.51,79.46,79.87,78.33,277280.0
2018-05-21,79.22,78.61,79.59,78.1,245770.0
2018-05-22,79.57,79.36,80.49,79.16,305310.0
2018-05-23,79.8,79.47,79.85,78.21,292970.0
2018-05-24,78.79,79.65,79.78,78.57,228580.0
2018-05-25,76.44,78.82,78.88,76.01,275720.0
2018-05-28,75.3,76.11,76.17,74.49,65099.99999999999
2018-05-29,75.39,75.82,76.2,74.54,114460.0
2018-05-30,77.5,75.37,77.73,74.81,125330.0
2018-05-31,77.59,77.37,78.75,77.04,21440.0
2018-06-01,76.79,77.71,77.95,76.35,296570.0
2018-06-04,75.29,76.66,76.95,75.2,324290.0
2018-06-05,75.38,75.4,75.74,73.81,400850.0
2018-06-06,75.36,75.19,76.25,74.46,365650.0
2018-06-07,77.32,75.88,77.45,75.44,327980.0
2018-06-08,76.46,77.39,77.61,76.12,251830.0
2018-06-11,76.46,76.3,76.84,75.52,231280.0
2018-06-12,75.88,76.5,77.07,75.43,260329.99999999997
2018-06-13,76.74,75.4,76.87,75.26,292470.0
2018-06-14,75.94,76.56,76.92,75.76,279210.0
2018-06-15,73.44,75.98,76.06,73.0,285800.0
2018-06-18,75.34,73.06,75.49,72.45,316120.0
2018-06-19,75.08,75.24,75.55,74.45,290590.0
2018-06-20,74.74,75.2,75.86,74.1,368840.0
2018-06-21,73.05,74.46,74.69,72.93,411810.0
2018-06-22,75.55,73.24,75.83,73.24,377390.0
2018-06-25,74.73,74.8,75.13,73.74,274380.0
2018-06-26,76.31,74.74,76.72,74.13,289470.0
2018-06-27,77.62,76.54,78.16,76.28,166190.0
2018-06-28,77.85,77.5,78.42,77.09,144220.0
2018-06-29,79.44,77.79,79.7,77.45,17120.0
2018-07-02,77.3,78.55,78.95,77.16,265380.0
2018-07-03,77.76,77.4,78.55,76.67,273460.0
2018-07-04,78.24,77.89,78.28,77.61,97250.0
2018-07-05,77.39,78.14,78.5,77.3,254020.0
2018-07-06,77.11,77.57,77.68,76.36,315280.0
2018-07-09,78.07,77.21,78.31,77.04,212190.0
2018-07-10,78.86,78.25,79.51,78.15,261550.0
2018-07-11,73.4,78.78,78.83,73.04,560840.0
2018-07-12,74.45,74.17,75.1,72.67,416410.0
2018-07-13,75.33,74.34,75.93,73.22,302430.0
2018-07-16,71.84,74.92,75.37,71.52,330000.0
2018-07-17,72.16,72.01,72.78,71.35,286440.0
2018-07-18,72.9,71.74,73.28,71.19,287110.0
2018-07-19,72.58,73.06,73.79,71.83,313810.0
2018-07-20,73.07,72.65,73.47,72.26,231510.0
2018-07-23,73.06,73.22,74.5,72.52,316980.0
2018-07-24,73.44,72.91,74.0,72.68,215150.0
2018-07-25,73.93,73.7,74.6,73.07,210870.0
2018-07-26,74.54,74.37,74.83,73.77,183350.0
2018-07-27,74.29,74.5,74.85,73.83,119340.0
2018-07-30,74.97,74.31,75.27,74.14,81030.0
2018-07-31,74.25,74.93,75.1,74.14,21880.0
2018-08-01,72.39,74.07,74.12,72.13,284020.0
2018-08-02,73.45,72.42,73.75,71.84,226450.0
2018-08-03,73.21,73.37,73.73,72.48,175360.0
2018-08-06,73.75,73.21,74.47,73.08,200580.0
2018-08-07,74.65,73.61,74.9,73.57,228990.0
2018-08-08,72.28,74.64,74.87,71.65,269510.0
2018-08-09,72.07,72.16,72.89,71.86,197060.0
2018-08-10,72.81,71.97,73.14,71.4,228740.0
2018-08-13,72.61,73.0,73.09,71.04,220340.0
2018-08-14,72.46,72.82,73.93,72.16,242750.0
2018-08-15,70.76,72.22,72.44,70.3,298110.0
2018-08-16,71.43,70.65,71.52,70.4,227200.0
2018-08-17,71.83,71.35,72.49,71.25,217160.0
2018-08-20,72.21,71.77,72.75,71.42,249100.0
2018-08-21,72.63,72.15,72.95,72.05,201240.0
2018-08-22,74.78,72.76,75.0,72.7,300690.0
2018-08-23,74.73,74.72,74.87,74.21,199660.0
2018-08-24,75.82,74.73,76.42,74.68,235090.0
2018-08-27,76.21,75.54,76.34,75.39,101080.0
2018-08-28,75.95,76.34,76.97,75.73,179660.0
2018-08-29,77.14,75.99,77.42,75.67,130440.0
2018-08-30,77.77,77.33,78.03,77.18,90220.0
2018-08-31,77.42,77.53,77.79,77.0,25830.0
2018-09-03,78.15,77.69,78.44,77.3,110910.0
2018-09-04,78.17,78.19,79.72,77.44,320450.0
2018-09-05,77.27,77.82,78.09,76.91,277120.0
2018-09-06,76.5,77.02,77.77,75.64,274790.0
2018-09-07,76.83,76.69,77.1,75.88,209000.0
2018-09-10,77.37,77.08,77.92,76.9,244530.0
2018-09-11,79.06,77.38,79.54,77.36,280310.0
2018-09-12,79.74,79.42,80.13,78.75,315270.0
2018-09-13,78.18,79.6,79.71,77.87,298140.0
2018-09-14,78.09,78.45,78.94,77.37,261060.0
2018-09-17,78.05,78.07,78.9,77.73,207610.0
2018-09-18,79.03,77.78,79.73,77.46,259180.0
2018-09-19,79.4,78.97,79.5,78.51,275870.0
2018-09-20,78.7,79.44,79.83,78.51,300160.0
2018-09-21,78.8,78.67,80.12,78.23,297570.0
2018-09-24,81.2,78.97,81.48,78.97,243310.0
2018-09-25,81.87,81.35,82.55,81.17,240400.0
2018-09-26,81.34,81.45,82.22,81.1,130530.0
2018-09-27,81.72,81.8,82.44,81.32,124000.0
2018-09-28,82.72,81.63,82.87,81.6,19680.0
2018-10-01,84.98,82.79,85.45,82.55,347530.0
2018-10-02,84.8,84.95,85.38,84.31,268610.0
2018-10-03,86.29,84.79,86.74,84.01,345220.0
2018-10-04,84.58,85.99,86.43,84.14,361250.0
2018-10-05,84.16,84.89,85.12,83.92,300620.0
2018-10-08,83.91,84.17,84.31,82.66,290090.0
2018-10-09,85.0,83.91,85.45,83.73,351400.0
2018-10-10,83.09,84.98,85.17,82.26,319090.0
2018-10-11,80.26,82.47,82.63,79.8,482510.0
2018-10-12,80.43,80.28,81.48,79.23,373090.0
2018-10-15,80.78,81.0,81.92,79.85,284650.0
2018-10-16,81.41,80.88,81.75,79.8,329330.0
