Date,Price,Open,High,Low,Vol,Change,Forecasted_Volatility
08/19/2021,66.45,67.57,67.64,65.57,345970.0,-2.61,1.8262376550831505
08/18/2021,68.23,68.96,70.04,67.23,316980.0,-1.16,1.798158283227025
08/17/2021,69.03,69.77,70.0,68.82,239960.0,-0.69,1.6814801513599489
08/16/2021,69.51,70.05,70.45,68.14,294020.0,-1.53,1.558802712160817
08/13/2021,70.59,71.12,71.38,70.0,202420.0,-1.01,1.5017715610945699
08/12/2021,71.31,71.57,71.9,70.67,224990.0,-0.18,1.417553725102404
08/11/2021,71.44,70.83,71.72,69.07,324040.0,1.15,1.3138460247983987
08/10/2021,70.63,69.35,71.24,68.94,246130.0,2.3,1.2565586105915076
08/09/2021,69.04,70.26,70.26,67.6,353680.0,-2.35,1.3212158873177346
08/06/2021,70.7,71.2,72.43,70.28,298960.0,-0.83,1.3839917675723459
08/05/2021,71.29,70.27,71.5,69.75,261050.0,1.29,1.3024920417177361
08/04/2021,70.38,72.33,72.83,70.11,370130.0,-2.8,1.2532369851253082
08/03/2021,72.41,73.08,73.55,71.05,303730.0,-0.66,1.418029416969327
08/02/2021,72.89,75.39,75.39,72.31,304870.0,-4.51,1.3264808182976564
07/30/2021,76.33,75.81,76.38,75.38,14390.0,0.37,1.8468470457074142
07/29/2021,76.05,74.76,76.15,74.63,78270.0,1.75,1.6903499072094632
07/28/2021,74.74,74.77,75.32,74.42,111620.0,0.35,1.617217670479233
07/27/2021,74.48,74.67,75.05,74.02,181940.0,-0.03,1.4897690968185224
07/26/2021,74.5,74.12,74.84,72.75,210640.0,0.54,1.3746594973683428
07/23/2021,74.1,73.56,74.22,73.32,181660.0,0.42,1.2827983700790084
07/22/2021,73.79,72.24,73.9,71.74,251600.0,2.16,1.199597470097997
07/21/2021,72.23,68.92,72.38,68.63,306320.0,4.15,1.2741445071598567
07/20/2021,69.35,68.99,69.73,67.44,316480.0,1.06,1.6328856814527921
07/19/2021,68.62,72.86,73.34,67.75,510920.0,-6.75,1.5310762554622805
07/16/2021,73.59,73.18,74.09,72.34,292660.0,0.16,2.3712135540665606
07/15/2021,73.47,74.5,74.59,73.19,322330.0,-1.73,2.1534230544306747
07/14/2021,74.76,76.28,76.72,73.79,376940.0,-2.26,2.0416383995720704
07/13/2021,76.49,75.25,76.6,74.93,275910.0,1.77,1.9839849108915635
07/12/2021,75.16,75.79,75.84,74.23,262300.0,-0.52,1.8732951949497318
07/09/2021,75.55,74.39,75.8,73.8,248180.0,1.93,1.7210584249774694
07/08/2021,74.12,73.35,74.4,72.11,314340.0,0.94,1.6742799026807247
07/07/2021,73.43,74.69,75.99,72.6,387430.0,-1.48,1.558411704105242
07/06/2021,74.53,77.06,77.84,74.13,410700.0,-3.41,1.4943482131912658
07/05/2021,77.16,76.23,77.26,75.7,157220.0,1.3,1.7212003110204936
07/02/2021,76.17,75.64,76.43,75.21,236220.0,0.44,1.6160187978536527
07/01/2021,75.84,74.69,76.74,74.55,405160.0,0.95,1.4881083720681147
06/30/2021,75.13,75.18,75.6,74.39,15060.0,0.49,1.4013706948905469
06/29/2021,74.76,74.67,75.51,73.9,94940.0,0.11,1.305099949941918
06/28/2021,74.68,75.99,76.6,74.51,142110.0,-1.97,1.214104353781857
06/25/2021,76.18,75.54,76.21,74.95,172410.0,0.82,1.2786879717466249
06/24/2021,75.56,75.3,75.78,74.51,165050.0,0.49,1.2118458913068046
06/23/2021,75.19,74.75,76.02,74.7,229040.0,0.51,1.139144914139343
06/22/2021,74.81,74.88,75.3,74.32,294720.0,-0.12,1.0803772736931048
06/21/2021,74.9,73.33,74.95,72.98,265470.0,1.89,1.020728536415226
06/18/2021,73.51,73.0,73.76,72.18,231550.0,0.59,1.106882274013292
06/17/2021,73.08,73.8,74.5,72.01,336640.0,-1.76,1.0552574578387637
06/16/2021,74.39,74.26,74.96,73.86,306090.0,0.54,1.1172334483463777
06/15/2021,73.99,73.03,74.33,72.79,228620.0,1.55,1.0614151220945436
06/14/2021,72.86,72.7,73.64,72.59,200720.0,0.23,1.0863648347915555
06/11/2021,72.69,72.41,73.09,71.88,276480.0,0.23,1.0272286239839552
06/10/2021,72.52,72.03,72.93,70.95,346580.0,0.42,0.9771884379709744
06/09/2021,72.22,72.17,72.87,71.82,266370.0,0.0,0.9385822585110587
06/08/2021,72.22,71.42,72.42,70.71,285230.0,1.02,0.8996274583377992
06/07/2021,71.49,71.82,72.27,71.1,224330.0,-0.56,0.910189572912871
06/04/2021,71.89,71.25,72.17,70.73,222000.0,0.81,0.8906792052339227
06/03/2021,71.31,71.27,71.99,70.66,229790.0,-0.06,0.8876954036830321
06/02/2021,71.35,70.55,71.48,70.35,221630.0,1.57,0.8573499472936129
06/01/2021,70.25,69.39,71.34,69.29,302490.0,1.34,0.9337037812742204
05/31/2021,69.32,68.98,69.82,68.75,80180.0,-0.45,0.9637747179245957
05/28/2021,69.63,69.69,69.92,69.26,21260.0,0.24,0.9277830411855438
05/27/2021,69.46,68.78,69.51,68.11,86510.0,0.86,0.8929327754455127
05/26/2021,68.87,68.55,69.17,68.02,134620.0,0.32,0.8880362870857545
05/25/2021,68.65,68.47,68.9,67.83,183130.0,0.28,0.8609211737998365
05/24/2021,68.46,66.72,68.64,66.46,227250.0,3.04,0.8376391467700169
05/21/2021,66.44,65.22,66.94,64.57,257640.0,2.04,1.1277684121170202
05/20/2021,65.11,66.63,67.17,64.8,388160.0,-2.33,1.18078580854416
05/19/2021,66.66,68.41,68.46,65.3,386890.0,-2.98,1.2502557162517778
05/18/2021,68.71,69.61,70.24,67.28,378020.0,-1.08,1.41370407544377
05/17/2021,69.46,68.92,69.62,68.18,230780.0,1.09,1.3493132746149181
05/14/2021,68.71,67.0,68.89,66.5,286130.0,2.48,1.2774716717540888
05/13/2021,67.05,68.88,69.04,66.48,312000.0,-3.27,1.3462995083315672
05/12/2021,69.32,68.78,69.9,68.18,310300.0,1.12,1.526359027143407
05/11/2021,68.55,68.29,68.75,67.13,321860.0,0.34,1.438065115272034
05/10/2021,68.32,68.74,69.2,67.41,265600.0,0.06,1.3306246117294638
05/07/2021,68.28,68.26,68.65,67.39,262580.0,0.28,1.2359720814155193
05/06/2021,68.09,68.47,69.37,67.93,273280.0,-1.26,1.1557364795074423
05/05/2021,68.96,69.35,69.95,68.35,283730.0,0.12,1.1388934634013423
05/04/2021,68.88,67.75,69.5,67.37,249640.0,1.95,1.070305018950308
05/03/2021,67.56,66.7,67.82,66.1,148710.0,0.46,1.125226898631242
04/30/2021,67.25,68.33,68.4,67.06,14840.0,-1.91,1.0649076072812476
04/29/2021,68.56,67.18,68.95,67.13,91520.0,1.92,1.1252300306319363
04/28/2021,67.27,66.58,67.85,66.13,148950.0,1.28,1.1660246737891937
04/27/2021,66.42,65.76,66.8,65.66,222920.0,1.17,1.1367490099584372
04/26/2021,65.65,66.1,66.26,64.57,257579.99999999997,-0.7,1.112074652347517
04/23/2021,66.11,65.8,66.3,65.16,187900.0,1.09,1.0616989783072217
04/22/2021,65.4,65.13,65.83,64.58,242470.0,0.12,1.0405223572523665
04/21/2021,65.32,66.22,66.52,64.96,260880.0,-1.88,0.9861448407561909
04/20/2021,66.57,67.2,68.08,65.51,328240.0,-0.72,1.058776519731152
04/19/2021,67.05,66.7,67.23,66.17,193810.0,0.42,1.0216890342584486
04/16/2021,66.77,66.86,67.38,66.44,212200.0,-0.25,0.973341848504133
04/15/2021,66.94,66.38,67.03,65.95,240310.0,0.54,0.9324551443812876
04/14/2021,66.58,64.01,66.9,63.88,323040.0,4.57,0.9041911656444531
04/13/2021,63.67,63.24,64.19,63.18,242410.0,0.62,1.4199665520391371
04/12/2021,63.28,63.03,64.31,62.41,257839.99999999997,0.52,1.3233270296860415
04/09/2021,62.95,63.28,63.49,62.57,216240.0,-0.4,1.2392880148879752
04/08/2021,63.2,63.02,63.43,62.38,265180.0,0.06,1.1611053266346374
04/07/2021,63.16,62.6,63.55,61.6,321390.0,0.67,1.089262173495671
04/06/2021,62.74,62.32,64.28,62.08,307870.0,0.95,1.0385197265359931
04/05/2021,62.15,64.57,64.81,61.25,231780.0,-4.18,1.0089386057138294
04/01/2021,64.86,63.12,65.17,62.38,480370.0,2.08,1.427200331264741
03/31/2021,63.54,64.13,64.79,63.53,9700.0,-0.94,1.4107192020268244
03/30/2021,64.14,65.2,65.41,63.52,74360.0,-1.29,1.3332983635799696
03/29/2021,64.98,64.58,65.46,63.13,91750.0,0.63,1.2798745796951059
03/26/2021,64.57,62.01,64.89,61.85,147740.0,4.23,1.1997925199300221
03/25/2021,61.95,63.99,64.19,60.98,202580.0,-3.82,1.5040248265525444
03/24/2021,64.41,60.5,64.57,60.47,255120.0,5.95,1.681364513195379
03/23/2021,60.79,64.3,64.3,60.27,392600.0,-5.93,2.095742186615253
03/22/2021,64.62,64.53,65.12,63.45,236340.0,0.14,2.43588983621664
03/19/2021,64.53,62.99,64.95,62.07,446110.0,1.98,2.211394990028432
03/18/2021,63.28,67.77,68.15,61.45,516080.00000000006,-6.94,2.0568526111917804
03/17/2021,68.0,68.39,68.89,66.96,309760.0,-0.57,2.626467090067511
03/16/2021,68.39,68.81,68.94,67.36,248990.0,-0.71,2.3864315578450506
03/15/2021,68.88,69.08,70.03,67.82,262600.0,-0.49,2.1823693788286067
03/12/2021,69.22,69.59,69.9,69.03,251540.0,-0.59,1.9912332434385986
03/11/2021,69.63,68.45,69.84,67.99,289610.0,2.55,1.8248731849614226
03/10/2021,67.9,67.46,68.42,66.5,361940.0,0.56,1.7938042428760979
03/09/2021,67.52,68.13,69.33,67.12,302610.0,-1.06,1.647829346499731
03/08/2021,68.24,69.97,71.38,67.8,352590.0,-1.61,1.5367683209835303
03/05/2021,69.36,67.16,69.69,66.67,361760.0,3.93,1.4840483207790296
03/04/2021,66.74,64.1,67.75,63.33,510680.0,4.17,1.6930522467979103
03/03/2021,64.07,62.38,64.7,62.38,341670.0,2.19,1.8621404194851527
03/02/2021,62.7,63.12,64.13,62.38,367120.0,-1.55,1.7940957810241156
03/01/2021,63.69,64.85,65.93,63.17,291910.0,-3.69,1.680361697182259
02/26/2021,66.13,66.89,66.9,65.72,16100.000000000002,-1.12,1.8098761864412307
02/25/2021,66.88,67.2,67.7,66.48,109650.0,-0.24,1.6876788779117342
02/24/2021,67.04,65.06,67.31,64.8,129710.00000000001,2.55,1.5519133167335626
02/23/2021,65.37,65.51,66.79,64.47,231180.0,0.2,1.5616707529691596
02/22/2021,65.24,62.68,65.85,62.55,213750.0,3.7,1.4383764004771116
02/19/2021,62.91,63.3,63.94,62.09,305830.0,-1.6,1.6153808511023127
02/18/2021,63.93,65.02,65.52,63.22,420560.0,-0.64,1.536310799661821
02/17/2021,64.34,63.15,64.96,62.73,391260.0,1.56,1.422955505518552
02/16/2021,63.35,63.47,63.7,62.69,284670.0,0.08,1.3648052638855013
02/15/2021,63.3,62.83,63.76,62.82,220380.0,1.39,1.2656330612024327
02/12/2021,62.43,60.82,62.83,60.35,307720.0,2.11,1.2276431573923279
02/11/2021,61.14,61.01,61.5,60.72,209690.0,-0.54,1.249449722500584
02/10/2021,61.47,61.21,61.69,60.87,287710.0,0.62,1.1718469546512873
02/09/2021,61.09,60.8,61.34,60.05,319500.0,0.88,1.1088983537183648
02/08/2021,60.56,59.43,60.72,59.43,269310.0,2.06,1.0622190157252775
02/05/2021,59.34,59.17,59.79,59.08,229420.0,0.85,1.1096467075498828
02/04/2021,58.84,58.59,59.12,58.04,244070.0,0.65,1.063342866397002
02/03/2021,58.46,57.85,58.94,57.5,276860.0,1.74,1.017264270631098
02/02/2021,57.46,56.35,58.05,56.33,337680.0,1.97,1.0406872712841073
02/01/2021,56.35,54.91,56.53,54.6,288250.0,0.84,1.0761660358931873
01/29/2021,55.88,55.52,56.37,55.31,19940.0,0.63,1.0339794580222534
01/28/2021,55.53,55.41,56.59,55.31,122480.0,-0.5,0.9905660656066737
01/27/2021,55.81,56.05,56.49,55.2,132410.0,-0.18,0.9501307338522352
01/26/2021,55.91,55.93,56.34,55.39,163200.0,0.05,0.910510286253289
01/25/2021,55.88,55.26,56.02,55.07,198270.0,0.85,0.8760080175522279
01/22/2021,55.41,56.0,56.03,54.48,269370.0,-1.23,0.8643261347518817
01/21/2021,56.1,55.82,56.24,55.49,254590.0,0.04,0.8817542164200098
01/20/2021,56.08,56.07,56.64,55.66,310890.0,0.32,0.8519288077152273
01/19/2021,55.9,55.01,56.08,54.89,261100.00000000003,2.1,0.8286731054031936
01/18/2021,54.75,54.75,55.21,54.49,142870.0,-0.64,0.9190253374020987
01/15/2021,55.1,56.41,56.5,54.64,298410.0,-2.34,0.894002938059968
01/14/2021,56.42,55.93,56.57,55.24,331290.0,0.64,1.0025405956515616
01/13/2021,56.06,56.83,57.42,55.77,324300.0,-0.92,0.9611174788136474
01/12/2021,56.58,55.66,56.79,55.51,288140.0,1.65,0.946210617805683
01/11/2021,55.66,56.24,56.39,54.99,295070.0,-0.59,0.9711494757316518
01/08/2021,55.99,54.56,56.36,54.34,336650.0,2.96,0.9376907980804676
01/07/2021,54.38,54.13,54.9,53.94,267190.0,0.15,1.0952376432250954
01/06/2021,54.3,53.52,54.73,53.02,414410.0,1.31,1.0329855286558585
01/05/2021,53.6,50.95,53.9,50.7,455350.0,4.91,1.019329253290938
01/04/2021,51.09,51.5,53.33,50.56,382900.0,-1.37,1.3707989780771237
12/31/2020,51.8,51.49,51.84,50.9,133220.0,0.9,1.2984111079328058
12/30/2020,51.34,51.32,51.56,51.04,17630.0,0.49,1.2236604771336563
12/29/2020,51.09,51.02,51.63,50.86,91330.0,0.45,1.1460089623697223
12/28/2020,50.86,51.25,52.02,50.53,81060.0,-0.84,1.0796780621411315
12/24/2020,51.29,51.11,51.77,50.62,96690.0,0.18,1.0340393447723832
12/23/2020,51.2,49.7,51.59,49.2,182630.0,2.24,0.9807799096328716
12/22/2020,50.08,50.65,50.86,49.56,194100.0,-1.63,1.0255241451829866
12/21/2020,50.91,52.22,52.32,49.2,288740.0,-2.58,1.0266264348491745
12/18/2020,52.26,51.43,52.48,51.13,246120.0,1.48,1.1070349669157535
12/17/2020,51.5,51.12,51.9,51.08,233880.0,0.82,1.076953788385908
12/16/2020,51.08,50.64,51.2,50.34,222740.0,0.63,1.0267011897117317
12/15/2020,50.76,50.3,50.89,49.78,190550.0,0.93,0.9822443825863667
12/14/2020,50.29,50.05,50.8,49.13,236960.0,0.64,0.9534655312464775
12/11/2020,49.97,50.45,50.74,49.74,231870.0,-0.56,0.9200517239498185
12/10/2020,50.25,49.0,51.06,48.86,288730.0,2.84,0.8910838992691581
12/09/2020,48.86,48.84,49.55,48.4,267790.0,0.04,1.0116279574098195
12/08/2020,48.84,48.58,49.0,48.09,225240.0,0.1,0.9613905339233971
12/07/2020,48.79,49.23,49.43,48.4,207510.0,-0.93,0.9192088985539317
12/04/2020,49.25,48.96,49.92,48.84,253640.0,1.11,0.903253545730243
12/03/2020,48.71,48.0,48.94,47.67,274730.0,0.95,0.8922346256258373
12/02/2020,48.25,47.05,48.76,46.82,285740.0,1.75,0.8764972016501394
12/01/2020,47.42,47.79,48.3,46.88,258690.0,-0.36,0.9064325310162037
11/30/2020,47.59,47.91,47.99,46.85,20680.0,-1.22,0.8751480697216157
11/27/2020,48.18,47.81,48.44,47.34,87750.0,0.79,0.8772602619248469
11/26/2020,47.8,48.76,49.09,47.53,88760.0,-1.67,0.8585040549999926
11/25/2020,48.61,47.8,49.06,47.72,231030.0,1.57,0.895849894584361
11/24/2020,47.86,45.9,48.03,45.89,263240.0,3.91,0.9086999669052604
11/23/2020,46.06,45.08,46.12,44.89,267250.0,2.45,1.1101314711120225
11/20/2020,44.96,44.15,45.24,44.05,264010.0,1.72,1.1324599840039695
11/19/2020,44.2,43.96,44.57,43.79,210300.0,-0.32,1.109505554331549
11/18/2020,44.34,43.75,44.89,43.48,242880.0,1.35,1.0460127120216118
11/17/2020,43.75,43.89,44.25,43.08,226350.0,-0.16,1.0165130610550879
11/16/2020,43.82,42.71,44.67,42.71,268430.0,2.43,0.9662271612621057
11/13/2020,42.78,43.2,43.34,42.63,216740.0,-1.72,1.0063650160548294
11/12/2020,43.53,43.73,44.5,43.26,266040.0,-0.62,1.0022630196672042
11/11/2020,43.8,43.77,45.3,43.6,346770.0,0.44,0.9593430435623983
11/10/2020,43.61,41.75,44.11,41.71,315250.0,2.85,0.9186576834392254
11/09/2020,42.4,39.65,43.48,39.46,393050.0,7.48,0.994660670272483
11/06/2020,39.45,40.63,40.69,39.34,255440.0,-3.62,1.4863394990972312
11/05/2020,40.93,40.96,41.53,40.33,219200.0,-0.73,1.480672005489671
11/04/2020,41.23,40.13,41.33,39.42,250870.0,3.83,1.3702294211125197
11/03/2020,39.71,39.26,40.45,38.65,278630.0,1.9,1.3890324932085478
11/02/2020,38.97,37.37,39.36,35.74,326070.0,4.03,1.3170707632423424
10/30/2020,37.46,37.5,38.1,36.8,20190.0,-0.5,1.3628729274256546
10/29/2020,37.65,39.16,39.45,36.64,112490.0,-3.76,1.2657548735823163
10/28/2020,39.12,40.61,40.7,38.75,163830.0,-5.05,1.3078630401640863
10/27/2020,41.2,40.5,41.47,40.4,207540.0,1.83,1.4716838794087268
10/26/2020,40.46,41.53,41.63,40.22,210530.0,-3.14,1.3816683900082327
10/23/2020,41.77,42.4,42.8,41.5,205210.0,-1.63,1.3901653912362881
10/22/2020,42.46,41.59,42.79,41.46,257200.0,1.75,1.316925680824365
10/21/2020,41.73,42.91,43.04,41.45,268880.0,-3.31,1.2501881682124378
10/20/2020,43.16,42.45,43.3,42.19,252050.0,1.27,1.2986713955595544
10/19/2020,42.62,42.69,43.23,42.36,209060.0,-0.72,1.2248899690633608
10/16/2020,42.93,43.1,43.21,42.27,197160.0,-0.53,1.1534674174977986
10/15/2020,43.16,43.45,43.48,41.56,295280.0,-0.37,1.0867935410386107
10/14/2020,43.32,42.43,43.45,42.13,279120.0,2.05,1.0283832505503383
10/13/2020,42.45,41.81,42.68,41.66,227850.0,1.75,1.0282559756422442
10/12/2020,41.72,42.6,42.71,41.36,238870.0,-2.64,1.0138029984141483
10/09/2020,42.85,43.36,43.57,42.61,254620.0,-1.13,1.0573150825684041
10/08/2020,43.34,42.15,43.47,41.86,266260.0,3.22,1.0195777727799415
10/07/2020,41.99,41.85,42.42,41.36,241200.0,-1.55,1.089202373687006
10/06/2020,42.65,41.41,42.84,41.22,291680.0,3.29,1.0615666524480383
10/05/2020,41.29,39.19,41.78,39.14,273760.0,5.14,1.1362395674108219
10/02/2020,39.27,40.65,40.77,38.79,337410.0,-4.06,1.3189481667277447
10/01/2020,40.93,42.17,42.56,39.92,338720.0,-0.05,1.3782542039966725
09/30/2020,40.95,40.66,40.98,40.3,19380.0,-0.19,1.2773129011441913
09/29/2020,41.03,42.47,42.52,40.43,91600.0,-3.3,1.1911949137986342
09/28/2020,42.43,41.87,42.62,41.48,91820.0,1.22,1.2459081050325482
09/25/2020,41.92,41.85,42.33,41.52,129400.0,-0.05,1.1763581731362869
09/24/2020,41.94,41.36,42.02,41.27,162930.0,0.41,1.1028449130061355
09/23/2020,41.77,41.67,42.62,41.21,183880.0,0.12,1.0410565075086526
09/22/2020,41.72,41.79,42.2,41.21,210740.0,0.68,0.9864718904745341
09/21/2020,41.44,43.01,43.3,40.96,217360.0,-3.96,0.9454607107789642
09/18/2020,43.15,43.22,43.8,42.53,204660.0,-0.35,1.1285556547996891
09/17/2020,43.3,42.32,43.5,41.5,237400.0,2.56,1.063784933465676
09/16/2020,42.22,40.72,42.44,40.59,237250.0,4.17,1.0782568901963392
09/15/2020,40.53,39.7,40.82,39.39,214800.0,2.32,1.2082840468176803
09/14/2020,39.61,39.78,40.09,39.3,200090.0,-0.55,1.1885405929256492
09/11/2020,39.83,39.96,40.34,39.38,211880.0,-0.57,1.115129042785402
09/10/2020,40.06,40.58,40.96,39.71,208860.0,-1.79,1.0535603972173135
09/09/2020,40.79,39.65,41.2,39.37,278220.0,2.54,1.0406776514754634
09/08/2020,39.78,42.08,42.23,39.31,363530.0,-5.31,1.0555397271439737
09/07/2020,42.01,42.2,42.43,41.51,122980.0,-1.52,1.332506275073003
09/04/2020,42.66,43.76,44.54,42.3,270960.0,-3.2,1.2648241960078728
09/03/2020,44.07,44.65,44.65,43.15,274930.0,-0.81,1.3177233780994988
09/02/2020,44.43,45.83,46.05,44.2,260140.0,-2.52,1.2357077157883085
09/01/2020,45.58,45.6,46.22,45.47,206720.0,0.66,1.2481216264187633
08/31/2020,45.28,45.8,46.53,45.21,174310.0,0.51,1.1683317119318277
08/28/2020,45.05,45.1,45.3,44.8,21140.0,-0.09,1.0974818021664738
08/27/2020,45.09,45.7,45.87,44.56,102260.0,-1.21,1.0348329193666317
08/26/2020,45.64,45.97,46.1,45.54,132510.0,-0.48,1.0058544920442178
08/25/2020,45.86,45.12,46.07,45.08,178310.0,1.62,0.9615912253050898
08/24/2020,45.13,44.5,45.18,44.29,176640.0,1.76,0.9567562360606504
08/21/2020,44.35,45.03,45.08,43.59,221990.0,-1.22,0.9610064095250199
08/20/2020,44.9,45.14,45.18,44.02,249740.0,-1.04,0.94260913979932
08/19/2020,45.37,45.17,45.48,44.81,174880.0,-0.2,0.9220096061736606
08/18/2020,45.46,45.27,45.55,44.76,181690.0,0.2,0.8873138397328058
08/17/2020,45.37,44.86,45.41,44.53,164230.0,1.27,0.8567785028040602
08/14/2020,44.8,45.29,45.29,44.47,151460.0,-0.36,0.8574368994675746
08/13/2020,44.96,45.32,45.58,44.82,148410.0,-1.03,0.8344883838663624
08/12/2020,45.43,44.62,45.63,44.49,166480.0,2.09,0.8338292458849378
08/11/2020,44.5,45.05,45.79,44.39,202740.0,-1.09,0.8832594272279918
08/10/2020,44.99,44.66,45.26,44.37,135300.0,1.33,0.8768281344224468
08/07/2020,44.4,45.15,45.3,44.27,171720.0,-1.53,0.8780063747025307
08/06/2020,45.09,45.32,45.71,44.85,184520.0,-0.18,0.8943868057459828
08/05/2020,45.17,44.28,46.23,44.24,246980.0,1.67,0.8633073927848303
08/04/2020,44.43,43.84,44.82,43.24,227120.0,0.63,0.8787116016859228
08/03/2020,44.15,43.53,44.46,42.89,198700.0,1.96,0.8553952604139066
07/31/2020,43.3,43.29,43.44,43.05,14420.0,0.84,0.8934326053753535
07/30/2020,42.94,43.73,43.8,41.38,63200.0,-1.85,0.8725493777113407
07/29/2020,43.75,43.31,43.95,43.2,64920.0,1.23,0.9005576751757522
07/28/2020,43.22,43.55,43.84,43.0,107340.0,-0.44,0.8896361502931635
07/27/2020,43.41,43.35,43.77,42.39,174750.0,0.16,0.8633802009190076
07/24/2020,43.34,43.27,43.9,42.79,191050.0,0.07,0.8369027389001361
07/23/2020,43.31,44.1,44.77,43.13,262240.0,-2.21,0.8145927179257266
07/22/2020,44.29,44.03,44.4,43.62,202160.0,-0.07,0.886785548732078
07/21/2020,44.32,43.17,44.89,43.16,229780.0,2.4,0.8565340696684428
07/20/2020,43.28,43.08,43.45,42.36,179430.0,0.32,0.9146767429140574
07/17/2020,43.14,43.4,43.45,42.64,162400.0,-0.53,0.8808509262059422
07/16/2020,43.37,43.71,43.8,43.14,172160.0,-0.96,0.855559138882548
07/15/2020,43.79,43.07,43.85,42.7,232180.0,2.07,0.8479404292427903
07/14/2020,42.9,42.24,43.22,41.8,221120.0,0.42,0.8878758241189751
07/13/2020,42.72,43.12,43.34,42.14,200310.0,-1.2,0.8590658189612628
07/10/2020,43.24,42.36,43.42,41.32,214050.0,2.1,0.8569096063169952
07/09/2020,42.35,43.3,43.5,41.94,237750.0,-2.17,0.8964724463590428
07/08/2020,43.29,42.81,43.47,42.75,185140.0,0.49,0.9433409011826729
07/07/2020,43.08,43.13,43.45,42.46,183230.0,-0.05,0.9069539124576776
07/06/2020,43.1,42.79,43.71,42.74,185020.0,0.7,0.8734844770992781
07/03/2020,42.8,42.76,42.99,42.32,96780.0,-0.79,0.8520150059599378
07/02/2020,43.14,41.84,43.23,41.73,196690.0,2.64,0.8391388750973856
07/01/2020,42.03,41.58,42.62,41.03,252520.0,2.14,0.9198333757822255
06/30/2020,41.15,41.33,41.62,40.9,12600.0,-1.34,0.9445751051168083
06/29/2020,41.71,40.56,41.95,40.04,86780.0,1.68,0.9288380125008552
06/26/2020,41.02,41.44,41.81,40.29,120320.0,-0.07,0.930311833969292
06/25/2020,41.05,40.35,41.64,39.47,166050.0,1.84,0.8930036890805866
06/24/2020,40.31,42.45,42.89,39.63,195720.0,-5.44,0.9075417299688937
06/23/2020,42.63,43.21,43.93,42.21,183030.0,-1.04,1.2613109602001946
06/22/2020,43.08,41.74,43.18,41.58,187650.0,2.11,1.1905675453575235
06/19/2020,42.19,41.72,42.92,41.03,217490.0,1.64,1.155809939328122
06/18/2020,41.51,40.43,41.64,40.06,175790.0,1.97,1.113808421150678
06/17/2020,40.71,40.61,41.46,40.03,175240.0,-0.61,1.0948969443435053
06/16/2020,40.96,39.94,41.65,38.95,248580.0,3.12,1.0368162024436958
06/15/2020,39.72,38.8,39.9,37.24,215420.0,2.56,1.094090030199734
06/12/2020,38.73,37.88,39.45,37.01,237890.0,0.47,1.0986992340534774
06/11/2020,38.55,40.95,41.01,37.82,290170.0,-7.62,1.0387026104407315
06/10/2020,41.73,40.72,41.99,40.14,234190.0,1.34,1.5791812431321082
06/09/2020,41.18,41.1,41.45,39.85,222360.0,0.93,1.4654866536549958
06/08/2020,40.8,42.4,43.41,40.68,227880.0,-3.55,1.3572419546960621
06/05/2020,42.3,39.84,42.48,39.72,250310.0,5.78,1.3884948299238955
06/04/2020,39.99,39.6,40.1,39.04,172610.0,0.5,1.5619271228242133
06/03/2020,39.79,39.75,40.53,38.76,239430.0,0.56,1.4391203594568363
06/02/2020,39.57,38.34,39.75,38.26,205220.0,3.26,1.334470791926413
06/01/2020,38.32,37.56,38.68,37.18,212780.0,8.46,1.3287789754082873
05/29/2020,35.33,35.15,35.37,34.06,14710.0,0.11,1.6949967893656295
05/28/2020,35.29,33.92,35.95,33.62,70990.0,1.58,1.5551396525791472
05/27/2020,34.74,35.93,36.16,33.98,112250.0,-3.95,1.4519016465738401
05/26/2020,36.17,35.66,36.68,35.26,129979.99999999999,1.8,1.4551410870983472
05/25/2020,35.53,34.98,35.97,34.46,28960.0,1.14,1.3654123728357703
05/22/2020,35.13,36.18,36.23,33.54,174590.0,-2.58,1.2728980296832872
05/21/2020,36.06,35.82,36.98,35.75,178550.0,0.87,1.2399498131809463
05/20/2020,35.75,34.45,36.46,34.38,191270.0,3.17,1.1625483010230433
05/19/2020,34.65,35.66,35.76,34.2,188930.0,-0.46,1.1642875835129998
05/18/2020,34.81,32.78,35.72,32.69,232250.0,7.11,1.093820467657636
05/15/2020,32.5,31.52,32.91,30.94,211280.0,4.4,1.3696783828974772
05/14/2020,31.13,29.52,31.55,28.88,222210.0,6.65,1.3766852369761218
05/13/2020,29.19,29.35,30.55,28.86,221110.0,-2.64,1.4949597307214293
05/12/2020,29.98,30.07,30.7,29.35,202470.0,1.18,1.4097615851028644
05/11/2020,29.63,30.7,31.47,29.35,242210.0,-4.33,1.312881829697711
05/08/2020,30.97,29.6,31.14,29.43,147300.0,5.13,1.3344178467859824
05/07/2020,29.46,29.64,31.84,29.08,259890.0,-0.87,1.3661725431110008
05/06/2020,29.72,32.27,32.27,28.66,268460.0,-4.04,1.2725145111343696
05/05/2020,30.97,28.1,32.06,27.77,267140.0,13.86,1.2787840920766418
05/04/2020,27.2,26.1,28.08,25.5,215730.0,2.87,1.8745394914109341
05/01/2020,26.44,26.95,27.88,25.76,216980.0,4.63,1.7371148143377886
04/30/2020,25.27,22.87,25.76,22.87,9690.0,12.11,1.6667901145525497
